time_sec,samples_in_window,mean_b0_ch0,mean_b0_ch1,mean_b0_ch2,mean_b0_ch3,mean_b0_ch4,mean_b0_ch5,mean_b0_ch6,mean_b0_ch7,mean_b1_ch0,mean_b1_ch1,mean_b1_ch2,mean_b1_ch3,mean_b1_ch4,mean_b1_ch5,mean_b1_ch6,mean_b1_ch7,mean_b2_ch0,mean_b2_ch1,mean_b2_ch2,mean_b2_ch3,mean_b2_ch4,mean_b2_ch5,mean_b2_ch6,mean_b2_ch7,mean_b3_ch0,mean_b3_ch1,mean_b3_ch2,mean_b3_ch3,mean_b3_ch4,mean_b3_ch5,mean_b3_ch6,mean_b3_ch7,mean_b4_ch0,mean_b4_ch1,mean_b4_ch2,mean_b4_ch3,mean_b4_ch4,mean_b4_ch5,mean_b4_ch6,mean_b4_ch7,mean_b5_ch0,mean_b5_ch1,mean_b5_ch2,mean_b5_ch3,mean_b5_ch4,mean_b5_ch5,mean_b5_ch6,mean_b5_ch7,var_b0_ch0,var_b0_ch1,var_b0_ch2,var_b0_ch3,var_b0_ch4,var_b0_ch5,var_b0_ch6,var_b0_ch7,var_b1_ch0,var_b1_ch1,var_b1_ch2,var_b1_ch3,var_b1_ch4,var_b1_ch5,var_b1_ch6,var_b1_ch7,var_b2_ch0,var_b2_ch1,var_b2_ch2,var_b2_ch3,var_b2_ch4,var_b2_ch5,var_b2_ch6,var_b2_ch7,var_b3_ch0,var_b3_ch1,var_b3_ch2,var_b3_ch3,var_b3_ch4,var_b3_ch5,var_b3_ch6,var_b3_ch7,var_b4_ch0,var_b4_ch1,var_b4_ch2,var_b4_ch3,var_b4_ch4,var_b4_ch5,var_b4_ch6,var_b4_ch7,var_b5_ch0,var_b5_ch1,var_b5_ch2,var_b5_ch3,var_b5_ch4,var_b5_ch5,var_b5_ch6,var_b5_ch7
8.569,50,-173.835114,0,55.5335045,55.7347946,-173.817047,-259.799622,-173.819809,41.849575,-194.184265,0,52.7167053,52.9171333,-194.213043,-254.517227,-194.208145,40.0783577,-203.90303,0,48.0168076,48.2082481,-203.921173,-253.792572,-203.919006,35.1019783,-207.983032,0,45.4277802,45.6310272,-207.984283,-252.650604,-207.984589,33.3473206,-222.646362,0,45.7356415,45.9581604,-222.660202,-251.021851,-222.664078,35.5023613,-216.739761,0,47.0189171,47.2556877,-216.748047,-230.940079,-216.749847,37.8619843,0.0290868655,0,3.80136395,3.77231741,0.0169432834,0,0.0158099979,1.92019761,0.0649233162,0,7.90430212,7.89223433,0.0750959888,0,0.0752669051,4.09426308,0.0190392788,0,10.0785751,10.1462078,0.0340695232,0,0.00369393453,4.97648573,0.00361834466,0,7.71864605,7.71145439,0,0,0.00073905196,10.5271349,0.0465712398,0,8.87585449,8.86604691,0.0281835776,0.0188096613,0.0366008282,5.09064293,0.0125675946,0,6.53662205,6.54988098,0.0302696228,0,0.0036468273,7.20183802
10.573,48,-173.813416,4.8814168,47.4006042,47.6003113,-173.830856,-259.799377,-173.83429,35.5001907,-194.216904,4.15581274,47.741394,47.9380455,-194.19635,-254.517014,-194.186813,35.4103546,-203.923645,3.11987495,46.7732353,46.9701042,-203.905533,-253.792313,-203.904968,34.4837532,-207.984695,2.53689599,45.6682625,45.8788147,-207.979904,-252.650375,-207.979935,33.8229408,-222.665115,1.94766665,45.8426819,46.0543327,-222.650925,-251.021606,-222.644226,34.1976662,-216.753845,4.15179205,48.3035278,48.5153618,-216.745544,-230.939713,-216.743179,36.6174889,0.0313483439,143.928055,12.0914087,11.999917,0.0189368036,0,0.0304013751,15.0191727,0.0755724162,111.46315,10.4587574,10.4660101,0.0822962523,0,0.059644226,17.3970699,0.0259081982,93.8547974,13.777153,13.7585287,0.0219597444,0,0.0100119375,17.8677139,0.0149024893,99.5438309,12.9022331,12.8426142,0,0,0,19.5455399,0.0706220493,98.3780365,9.73367405,9.69936466,0.0462067239,0.0163788646,0.0134395622,17.4059811,0.00886582956,141.297546,19.7555275,19.783596,0.029124435,0.00152289099,0.0153114498,29.2519169
12.588,51,-173.826935,51.832428,57.1459389,57.393837,-173.826019,-259.799377,-173.818436,47.5510368,-194.199829,51.2028236,55.8874702,56.1351624,-194.194412,-254.516998,-194.208405,46.1515884,-203.91304,47.2163696,53.0567665,53.2930603,-203.913696,-253.792313,-203.918335,43.1699219,-207.989761,45.6081352,50.2842369,50.5164528,-207.972961,-252.650375,-207.990433,40.6805,-222.651123,44.2404976,50.2239189,50.4556847,-222.659851,-251.021606,-222.662308,40.3637276,-216.749023,44.6909752,49.6054077,49.8438683,-216.748322,-230.939728,-216.74881,39.9688606,0.0209517628,27.5300255,12.1041212,12.3656902,0.0247844234,0,0.024468476,11.9045115,0.0748144239,17.9522476,11.7972126,12.0498466,0.0849455819,0,0.0721681342,13.8917246,0.0150209945,8.97845268,2.687047,2.75328803,0.016965732,0,0.00797925889,4.07232285,0.0247975141,2.88384128,4.46109486,4.5499115,0,0,0,4.58422184,0.0477184653,4.2793498,1.35044932,1.32569194,0.0594696067,0.0163788646,0.0162434783,1.10421348,0.0209951401,3.76007152,5.46734381,5.38445139,0.0244875401,0,0.00813151803,6.45172787
13.410,50,-173.81662,52.8001137,57.8745003,58.1290169,-173.835175,-259.799469,-173.823395,46.9640999,-194.211685,50.8611069,56.114315,56.3624802,-194.184921,-254.51709,-194.199127,45.7279968,-203.916519,46.8132477,51.9012146,52.1477051,-203.902267,-253.792404,-203.916504,41.9113808,-207.977982,44.6232948,50.0912399,50.3359871,-207.985336,-252.650436,-207.974182,40.1252823,-222.667786,43.0878029,47.9806366,48.2282829,-222.64476,-251.021683,-222.658951,38.1315689,-216.75061,43.5557518,48.1323395,48.3825455,-216.739517,-230.939575,-216.750931,38.2400627,0.0170309097,6.30204821,3.42503047,3.48590279,0.0293511301,0,0.0270381346,10.8972483,0.0752455369,10.9109917,5.23711538,5.33967733,0.0679159388,0,0.0818083212,10.9639778,0.00243036426,10.8906908,11.1765203,11.2550383,0.00204502954,0,0.0203721523,18.3920956,0.0107456576,9.47481537,7.68970394,7.74909687,0,0,0,13.5303249,0.0377049111,9.51509476,10.7383947,10.7941999,0.0217233375,0.0132322516,0.0619386211,16.3250046,0.0166622251,5.28210497,6.82233,6.85732126,0.00120999641,0,0.0300970953,11.4169636
14.389,47,-173.813492,49.7296333,53.5529594,53.7835732,-173.832077,-259.799622,-173.832016,42.2100487,-194.216721,48.2375908,52.0494995,52.2813644,-194.188019,-254.517242,-194.189987,41.0171738,-203.925995,44.7252121,48.7548103,48.9889679,-203.906143,-253.792587,-203.906693,38.546032,-207.985809,41.9874687,47.222229,47.4596748,-207.979111,-252.65062,-207.979843,37.3209305,-222.669617,41.2616806,46.0018349,46.2534027,-222.656631,-251.021881,-222.647842,36.5173187,-216.753723,44.2720032,48.4932213,48.7306747,-216.743607,-230.940094,-216.746445,38.8995171,0.0145921409,4.31781673,5.89376736,5.92296219,0.0203248244,0,0.0200601816,2.35634637,0.0646654889,5.35431719,4.0095129,4.00512362,0.0680424869,0,0.0613780133,8.04311657,0,4.69812727,8.84053993,8.93624878,0.0113325007,0,0.0216892194,23.0291042,0.00858768728,5.09995604,17.0708542,17.2389317,0,0,0,33.1388702,0.038674023,4.9678545,14.608532,14.6564293,0.0518063046,0.0152072525,0.024208907,26.6081142,0.0344404839,6.08287477,14.666523,14.8328133,0.0058871638,0,0.0255839787,25.8978844
15.896,49,-173.813324,52.8311882,55.2777023,55.4964218,-173.833908,-259.799713,-173.830841,45.0717735,-194.217377,51.1899681,54.2957993,54.5308952,-194.192657,-254.517334,-194.188461,44.1751671,-203.923691,47.0330391,48.2738953,48.4918671,-203.903519,-253.792648,-203.907745,37.7662048,-207.987717,41.1944313,44.4572067,44.6890793,-207.978378,-252.650696,-207.979294,35.5273056,-222.664261,41.2874298,43.9618187,44.2138557,-222.648422,-251.021942,-222.65123,34.5129128,-216.75267,43.671627,47.2718391,47.4970894,-216.742767,-230.939926,-216.741577,38.17239,0.0182526484,3.50080705,10.7816305,10.757762,0.0165418927,0,0.0203354508,20.6756115,0.0754280314,4.45874691,16.902462,16.8821983,0.0867844671,0,0.0641527474,43.3060799,0.026769679,1.92570436,11.4088678,11.4006453,0.0230399873,0,0.0102879098,27.6820335,0.0120561514,2.21902466,20.9066238,21.0894394,0,0,5.95354941E-05,50.4719353,0.0644337758,7.66076183,10.3508062,10.2282219,0.0433547497,0.0158149302,0.00796754286,16.0809002,0.0103917345,2.68535352,10.2225895,10.2799177,0.0220271572,0,0.00670395792,17.2941799
17.705,47,-173.824295,53.3284302,58.5985031,58.771656,-173.81929,-259.799622,-173.834366,46.8796349,-194.19696,51.9304771,57.1627693,57.3390121,-194.215775,-254.517242,-194.186417,46.0258331,-203.911758,45.2783623,51.1105919,51.2885284,-203.915207,-253.792587,-203.904633,40.7215385,-207.980927,39.4702759,44.67696,44.8638878,-207.984848,-252.65062,-207.98259,34.2056198,-222.658844,42.7211113,46.9157181,47.0923615,-222.659164,-251.021881,-222.651031,34.9854965,-216.743011,42.7114677,47.9645042,48.1574173,-216.752853,-230.940094,-216.742493,37.2349586,0.0246087257,3.2577343,1.05063796,1.04796433,0.0242897552,0,0.027313862,3.26907396,0.0718022883,6.59126663,2.78328252,2.77430725,0.0922963321,0,0.0652854592,3.80212808,0.0182144009,6.77005625,0.910277665,0.911166608,0.0219849367,0,0.00628591236,6.68720675,0.0123315146,5.54385519,4.20410919,4.206182,0,0,0,9.99363995,0.0509099439,6.27212811,7.47521162,7.4647665,0.0488396585,0.0152072525,0.0142683452,3.09120512,0.0255706683,6.86602116,1.40804183,1.40148938,0.0247645024,0,0.0160874389,5.09716129
19.161,50,-32.6206894,46.3613091,52.7107811,52.8732414,-173.81543,-259.799042,-173.826584,43.1180878,-42.4451447,45.6169548,51.1410141,51.2965546,-194.212418,-254.516663,-194.203064,42.6490593,-45.6248665,42.9109573,47.5792389,47.7376595,-203.919357,-253.791992,-203.914429,40.5570183,-48.513237,39.6615982,44.5844688,44.7492638,-207.987732,-252.65004,-207.984177,38.2059822,-55.2303848,39.1154022,44.1112251,44.2823601,-222.665192,-251.021271,-222.654648,36.7604408,-50.1175041,40.8213387,44.6512146,44.8570404,-216.748672,-230.939529,-216.750839,37.4739952,10347.5381,28.0379581,23.0120335,23.0568161,0.0206212997,0,0.0218677614,9.54022408,11923.4297,24.1395779,32.362545,32.3680801,0.0798177272,0,0.0761966705,10.4298115,13006.9219,5.50643015,15.5443954,15.5848637,0.032437183,0,0.011232242,8.8558073,13219.8672,4.42088461,12.4440098,12.4415026,0,0,0,8.9591732,14555.8232,10.7332335,19.2509651,19.1740265,0.0405522957,0.0208488256,0.0367072187,2.79328132,14399.5381,7.17250967,6.28527021,6.23642921,0.044225838,0.000158006093,0.0072853677,3.31418514
20.083,48,46.6734886,43.8666229,51.5948982,51.7575569,-173.827652,-259.799377,-173.835892,43.070755,43.8008919,44.2261009,51.0645752,51.2200813,-194.20433,-254.516983,-194.183945,42.4628181,44.3530426,43.6089172,47.8633728,48.0243568,-203.91156,-253.792343,-203.90416,40.433651,41.3833504,40.8244553,44.1021271,44.2560005,-207.984787,-252.650345,-207.974854,36.9786644,37.6843338,37.2590637,42.3192902,42.4721184,-222.653671,-251.021606,-222.644455,34.4454613,43.3295784,42.3052788,44.2022552,44.3990974,-216.74678,-230.939713,-216.742935,36.2906265,9.89527512,10.0210285,12.3771219,12.4050579,0.0177204758,0,0.0202486496,9.41982937,28.5105572,12.3917189,24.0890923,24.0823708,0.0725679174,0,0.0682761595,12.6218433,28.4896183,3.85938334,16.4063816,16.4577808,0.00536197051,0,0.019501131,14.7078819,17.9491959,1.23311532,14.7821722,14.6702118,0,0,0,22.9722996,11.0373478,2.89998794,16.4083691,16.1739693,0.0340786241,0.0163788646,0.0404273197,14.6283617,26.3067913,6.14327049,4.47752523,4.45220184,0.00896943174,0.00152289099,0.0312992707,6.53840017
20.841,51,50.7988472,47.0635147,53.2998772,53.482048,-173.826416,-259.799377,-173.831375,42.030983,49.7706184,47.0746689,53.0514717,53.228817,-194.200211,-254.516983,-194.184296,41.167572,49.3362961,45.7421532,49.4668465,49.6428108,-203.912262,-253.792313,-203.906464,38.0414124,45.184742,41.6643105,44.0296288,44.1887207,-207.987076,-252.650345,-207.978149,33.4906693,39.2993355,36.3343353,40.8133316,40.986042,-222.653229,-251.021606,-222.656052,31.1141338,46.2031593,43.5189476,44.8059044,45.006691,-216.748566,-230.939743,-216.741806,33.9238853,9.7129631,15.4291477,2.11064291,2.10364342,0.0235795379,0,0.0163044203,17.4739857,22.2939873,17.712122,3.79769707,3.73772001,0.0789953172,0,0.0686962456,20.7822838,5.13521099,4.69131231,2.26742887,2.26442933,0.0237961784,0,0.00565524306,31.362421,4.31077242,1.41714346,7.60040998,7.48501444,0,0,0,38.2038078,3.43478942,3.59171104,21.0501614,20.5849113,0.0358166024,0.0163788646,0.0482949801,21.4284363,1.75048959,1.65552092,3.29262638,3.33001804,0.0241220891,0,0.00904998556,8.97762012
21.498,48,52.1714363,50.1658134,53.6269073,53.8447685,-173.8293,-259.799377,-173.835205,40.7212067,51.7610893,49.8964539,52.9873772,53.2052269,-194.200485,-254.517014,-194.185196,40.1205025,49.2735863,46.9129677,49.6080475,49.8140259,-203.908493,-253.792313,-203.904037,36.1822548,44.7689705,41.6401863,42.98489,43.1758537,-207.979568,-252.650375,-207.978775,30.4736862,37.8566895,36.0285072,39.0623779,39.2805176,-222.653976,-251.021606,-222.643967,29.6051655,44.2324219,43.0556145,45.6643791,45.9035454,-216.744797,-230.939713,-216.744125,33.9730415,7.63366508,2.27226472,4.83766937,4.84539461,0.0229244735,0,0.0187410712,22.6450214,12.3875322,2.25038648,6.9931345,7.00070572,0.0738803819,0,0.058903154,22.9235287,11.3029051,1.52942026,3.01476932,3.05379248,0.0100590941,0,0.0185011551,21.2950001,9.2510004,1.62857544,4.66043901,4.70368719,0,0,0.00492059439,17.0687428,4.26120043,8.2317009,23.7785797,23.6426239,0.050525263,0.0163788646,0.0234783087,22.0304527,8.21209335,2.56416011,4.6260519,4.62453127,0.00948678143,0.00152289099,0.0270879865,12.6768093
22.226,51,50.4165916,52.2874298,55.6572571,55.8942986,-173.827423,-259.799377,-173.830688,43.782608,49.837986,51.4096107,54.7925949,55.031002,-194.199463,-254.516983,-194.183014,43.4919624,46.6253777,47.0730362,50.404377,50.6298103,-203.91362,-253.792343,-203.907349,38.4568405,42.785965,41.4989548,43.9670296,44.1808777,-207.990005,-252.650345,-207.97316,32.7867279,38.1690178,39.1519356,42.4382172,42.6821785,-222.650116,-251.021606,-222.660461,34.0918999,42.6447449,43.0835495,46.6846657,46.9409065,-216.749619,-230.939728,-216.741501,36.7558823,23.285696,3.78054333,14.0185137,14.1135216,0.0211205333,0,0.0284625143,49.3744926,27.3939018,3.3187685,14.6777935,14.7824173,0.0842379928,0,0.0742939934,46.3314056,28.890564,1.02257407,4.17514801,4.26439524,0.00120548694,0,0.00801728666,30.4626522,18.7597618,1.21761215,5.01090622,5.14977837,0,0,0,19.6862354,6.77317572,20.6227665,48.3076591,48.3520012,0.0157037228,0.0163788646,0.0728239119,47.752861,9.40583706,2.11245012,6.89330864,6.91042566,0.00130448095,0,0.0124323424,20.1832199
22.848,50,49.514946,52.5716438,55.587265,55.8336143,-173.83429,-259.799469,-173.819702,46.8323479,48.6534615,50.9825592,53.7046204,53.978363,-194.183472,-254.51709,-194.209595,46.3835411,44.9553795,45.9660606,48.8021049,49.0592766,-203.903137,-253.792404,-203.918762,40.9245529,41.5765839,40.8917999,43.078804,43.3241806,-207.975494,-252.650436,-207.981812,35.2481804,39.6764145,41.1429214,43.8513222,44.1133804,-222.653595,-251.021683,-222.657379,36.9950943,42.8925591,43.2161636,45.5020561,45.7585945,-216.73912,-230.939575,-216.75061,38.0840073,17.7759838,3.69028258,18.7974224,18.8174706,0.0304013751,0,0.0216919035,25.3959885,19.2042141,4.94467258,29.9321594,29.5494595,0.080107674,0,0.0669098943,18.0583248,17.6002808,2.38054681,18.6914673,18.4908485,0.0223558806,0,0.00951370224,8.11138821,11.970438,0.878398955,11.8576355,11.7861271,0,0,0.0113879293,8.85276699,15.6385784,13.1444139,35.3451118,35.1898422,0.040709123,0.0132322516,0.0274473801,24.6740322,11.2394867,1.7417407,16.2059555,16.2511253,0.0169333331,0,0.0127559751,8.01793671
23.383,51,49.0391006,51.0218086,53.509388,53.7723351,-173.819321,-259.799377,-173.821594,47.7242165,48.4236259,49.4476166,51.53125,51.8284187,-194.208771,-254.516983,-194.206482,46.8585129,45.1525459,45.1719627,46.5650215,46.8636742,-203.916153,-253.792343,-203.91626,41.7848587,42.254467,40.7696838,41.8893929,42.1751556,-207.977814,-252.650345,-207.986755,37.1677666,41.4787445,41.4458237,43.0440025,43.3325729,-222.660538,-251.021606,-222.661484,37.7852554,43.651741,42.5438385,43.0173759,43.2822227,-216.7509,-230.939728,-216.747726,37.3027496,13.4549379,15.3043413,35.3835831,35.1756325,0.0156337917,0,0.0240795873,9.754632,13.5193939,13.1358519,40.5300293,39.998848,0.0627380162,0,0.0728437304,9.01194859,14.0576544,2.39722466,24.0725498,23.6517563,0.0150643997,0,0.0379094481,3.64765334,12.6724443,0.358514518,12.7041817,12.5415249,0,0,0,3.08642507,12.1725674,6.86589289,33.0658951,32.6509171,0.0505673625,0.0163788646,0.0433352254,9.8514986,8.72667694,4.56367588,24.8663292,24.7794437,0.00817027129,0,0.032457903,8.8353138
24.371,52,48.2863731,44.4215088,45.0242119,45.3579178,-173.821869,-259.799683,-173.825272,42.4624825,48.0784569,43.8449631,44.1665573,44.5304832,-194.203796,-254.517319,-194.200409,42.1653481,46.3931808,42.2281952,41.0392494,41.436058,-203.914474,-253.792633,-203.915268,39.2921371,44.0257225,39.4902687,38.8260269,39.1729469,-207.985031,-252.650665,-207.982422,36.3104935,41.8907928,37.3702316,36.4286728,36.7718353,-222.658661,-251.021912,-222.6577,33.5087128,42.4240341,38.7917099,37.6690369,37.9726639,-216.743805,-230.939926,-216.74823,33.749054,14.4620581,20.5587807,13.3337717,12.8509445,0.0184402093,0,0.0210446957,9.42769623,13.5012913,12.2844963,3.15615749,3.06218505,0.0768752396,0,0.0644505173,8.74089432,11.4374189,7.63097143,2.62583232,2.53771281,0.0394383147,0,0.00881168991,9.41763115,7.93680763,4.5891118,3.8981545,3.95789003,0.000264214119,0,0.00359725952,15.5290213,5.34787607,6.19442558,4.10218954,4.11911392,0.0387000144,0.0194173418,0.0214717835,11.7120667,9.91275501,10.1707726,2.42500925,2.32740831,0.0409925058,0,0.0133940838,2.61036587
24.990,48,45.8371239,42.6624146,42.8814545,43.2603569,-173.8293,-259.799377,-173.835205,39.1524391,46.3270111,43.1481628,43.5340157,43.9042931,-194.200485,-254.516983,-194.185196,39.316288,45.445385,42.3046455,41.2165451,41.6240273,-203.908493,-253.792343,-203.904037,37.3296509,43.3273468,39.9871445,39.851162,40.2096062,-207.979568,-252.650345,-207.978775,34.7503891,40.6098099,37.0212669,36.3272934,36.6797295,-222.653976,-251.021606,-222.643967,30.8607101,40.3167686,37.2263641,37.1080666,37.4343529,-216.744797,-230.939713,-216.744125,32.5445633,11.5581732,7.92998123,5.3839879,5.17579794,0.0229244735,0,0.0187410712,18.3985233,11.3683443,8.43684864,2.52446628,2.46395421,0.0738803819,0,0.058903154,17.1147518,11.7135658,8.6408186,3.04943705,2.91508675,0.0100590941,0,0.0185011551,15.9882545,8.20281124,7.02864313,4.87695599,4.83893871,0,0,0.00492059439,21.2582359,3.41756058,4.8847785,4.17382383,4.20914078,0.050525263,0.0163788646,0.0234783087,22.5816574,3.77545118,3.19683671,1.40936506,1.39493287,0.00948678143,0.00152289099,0.0270879865,3.62569213
25.584,51,43.7691574,42.3542786,41.7150383,42.0947075,-173.828049,-259.799377,-173.818909,36.0038834,44.573452,42.6532898,42.4165268,42.8044586,-194.186966,-254.516983,-194.208603,36.2801399,43.5858994,41.7499771,40.3822937,40.7426071,-203.909164,-253.792313,-203.915695,33.7379646,41.0675278,39.5426483,39.2476044,39.5956993,-207.981873,-252.650345,-207.978439,32.1476631,38.8583298,36.8029175,35.5975227,35.9429131,-222.657089,-251.021606,-222.662811,27.5474319,39.4015808,37.1604958,36.8883209,37.2030373,-216.743713,-230.939743,-216.750015,31.3962326,7.89330578,8.46542931,1.08922219,1.03670001,0.0223736707,0,0.0358094536,14.1049042,8.43320751,11.7964792,1.07189727,1.01306367,0.062883094,0,0.0888700783,12.0577211,9.79086208,11.0083809,6.49630737,6.5249505,0.0135994852,0,0.025973754,15.9079456,12.580965,12.5928316,9.20587349,9.13848209,0,0,2.34188046E-05,13.7379608,5.88823938,10.3332291,8.04598904,7.99054623,0.0276453607,0.0163788646,0.0615357012,18.5283966,1.66081536,2.25087523,1.58356655,1.59161127,0.0103669725,0,0.0285415649,2.61721539
26.292,49,39.9962196,40.3449669,41.3707581,41.7185936,-173.833908,-259.799713,-173.830841,34.5975075,41.5196953,39.9182243,41.0961609,41.5121231,-194.192657,-254.517334,-194.188461,33.7298393,40.2744484,39.2744102,37.5152283,37.7877388,-203.903519,-253.792648,-203.907745,28.9285088,36.3148956,36.5027542,36.3461418,36.6853752,-207.978378,-252.650696,-207.979294,28.8822517,34.8801041,33.5469971,32.9038391,33.2489166,-222.648422,-251.021942,-222.65123,23.8643284,37.6878548,36.0344658,35.7538376,36.0418243,-216.742767,-230.939926,-216.741577,29.6904278,15.8534403,23.1512012,0.739064336,0.753284216,0.0165418927,0,0.0203354508,4.86025476,17.4890499,37.8792381,5.30001831,5.12425041,0.0867844671,0,0.0641527474,2.76034141,21.9326744,35.101265,25.9598198,26.3997841,0.0230399873,0,0.0102879098,12.9296503,35.7372665,41.2245941,28.1288738,28.096941,0,0,5.95354941E-05,6.97575188,27.5902538,39.3569221,23.4596863,23.3453579,0.0433547497,0.0158149302,0.00796754286,2.15154552,15.1064377,13.3190327,5.84534883,6.06807518,0.0220271572,0,0.00670395792,6.20689201
31.903,51,53.1991196,49.46978,50.8598022,51.0597038,-173.821564,-259.799377,-173.819092,37.9615288,51.5602798,47.8751183,47.9307632,48.1344223,-194.207779,-254.516998,-194.207504,35.7865906,50.8897095,47.2599411,47.094902,47.2879791,-203.917343,-253.792313,-203.918137,34.4159813,47.5826187,43.2639923,42.7499084,42.9330177,-207.975433,-252.650375,-207.990402,30.151022,45.6229858,41.6432533,41.0506172,41.2292519,-222.655792,-251.021606,-222.660934,29.358139,47.5758896,43.7914467,43.8834457,44.1117058,-216.752151,-230.939728,-216.74855,34.53759,30.4205723,18.0916996,11.6171856,11.6756878,0.0249231905,0,0.0190300345,2.50265503,32.2206459,16.8617229,8.90609455,8.86132526,0.0886028185,0,0.0741905123,4.08031082,14.1039248,11.5904961,25.5660515,25.7855072,0.0179481171,0,0.0107544381,5.37287331,11.5809202,9.96988964,23.1125641,23.1925125,0.000373042189,0,0,13.533062,5.67695189,4.87228918,10.4988031,10.474597,0.054433614,0.0163788646,0.0184268858,13.20154,3.59332371,3.32006145,2.66408849,2.65558219,0.00873102807,0,0.00339297927,7.74301004
32.534,49,56.1277771,51.0936317,51.2089806,51.393898,-173.813339,-259.799713,-173.82637,37.4252853,54.6328239,49.5957146,48.708271,48.8873329,-194.217331,-254.517334,-194.205841,34.240757,51.8704796,46.9125786,46.1352539,46.3140602,-203.922546,-253.792648,-203.910339,32.6609154,47.5400543,42.6822433,41.8186569,41.9904442,-207.984848,-252.650696,-207.980911,27.5033436,46.591877,41.8647194,40.7841873,40.9504509,-222.665314,-251.021942,-222.653381,27.5977726,47.9794426,43.3687286,43.0207787,43.2473297,-216.751816,-230.939926,-216.751495,33.5056992,5.8142395,4.42785549,5.10368872,5.2141223,0.0246670358,0,0.0180094447,6.60778284,12.3636789,7.45552588,3.46673584,3.49376822,0.0697716624,0,0.0795776993,9.86719131,3.59201956,8.67139626,19.3047047,19.5402966,0.00913765654,0,0.0227226876,10.1287422,7.36755133,8.97085381,19.0302563,19.1563568,0.00221182383,0,0,12.3562527,0.691628039,2.08696961,7.60721827,7.72084951,0.0252531618,0.0158149302,0.0420869552,8.48404121,1.96429908,5.45891857,5.79121733,5.73426867,0.00581793115,0,0.0275398791,6.34078026
3.830,53,61.1549683,61.1560974,43.5872078,61.1615829,61.1570206,61.1579819,61.1727257,68.7330627,58.114727,58.1160278,42.7255135,58.1210289,58.1168556,58.1179123,58.1333847,65.7468872,54.798645,54.8000336,39.8832855,54.8052216,54.8008308,54.8022308,54.8177757,62.5270996,48.6976242,48.6983452,34.9871941,48.7036362,48.6995735,48.7006035,48.7161522,56.2492828,44.8802185,44.8815689,32.8801498,44.886261,44.8821754,44.8837967,44.8998299,52.7838554,52.146492,52.1482201,34.5808601,52.1528244,52.1487198,52.1499519,52.1653938,59.6398849,6.66507196,6.66490364,3.65275311,6.66750956,6.66551495,6.66463232,6.67863894,8.11618328,18.7793331,18.7741356,11.1346254,18.7809601,18.7777729,18.7770214,18.772522,19.9102993,10.7471762,10.7441626,5.79948807,10.7404728,10.7458925,10.7438154,10.7343645,12.7614727,21.6873932,21.6894379,7.14869308,21.6953259,21.6908951,21.6848145,21.6969643,23.0257492,11.5888624,11.5924044,9.33153725,11.5964994,11.5939894,11.5934763,11.5874319,15.4053764,8.18282509,8.18399429,4.78862381,8.1849575,8.18289948,8.18207359,8.18306351,9.42640877
5.049,50,59.5687218,59.5697937,42.082798,59.5762367,59.5710754,59.5717888,59.5884857,67.3422318,55.2249985,55.2262421,39.4622955,55.2322426,55.2275734,55.2280121,55.2437935,62.300705,51.4482422,51.4495201,36.2286797,51.4550781,51.4512253,51.4519615,51.466835,59.3113785,49.7150993,49.7162743,33.6250572,49.7223015,49.7179604,49.7183533,49.7346153,57.0461235,45.8407478,45.8421516,32.3432846,45.847641,45.8433952,45.845047,45.859642,53.6036949,50.0685158,50.0699425,32.3283195,50.0753212,50.0709229,50.0721397,50.0880966,57.6001625,22.6779823,22.678936,14.023097,22.6786098,22.6805248,22.6787872,22.6835613,21.0169868,27.5188789,27.5138474,38.4827232,27.5168114,27.5147457,27.5214672,27.5287991,33.7552185,17.2556229,17.2523003,24.0407543,17.2543297,17.2501774,17.2518082,17.2608395,16.232893,18.6542587,18.6536465,13.4461031,18.6536732,18.6488323,18.6566372,18.6616421,19.7969227,6.52891445,6.53228903,15.7302999,6.53141308,6.52959776,6.53122616,6.53361368,7.67099094,20.6178493,20.6195126,14.9222355,20.6174812,20.6167965,20.617981,20.6208096,22.0396385
5.816,44,55.3362198,55.3373985,40.5106583,55.3440514,55.3383408,55.3393707,55.3557358,63.5822525,50.9999237,51.0015717,35.0446587,51.0075531,51.002758,51.0027809,51.0183945,57.6107521,49.1557274,49.1570892,33.4040871,49.1628685,49.1590843,49.159359,49.1744118,56.6381493,47.477047,47.4787254,31.4798222,47.4844818,47.4801369,47.4806404,47.4967041,54.5651855,44.9899979,44.9910851,29.5255241,44.9970703,44.992527,44.994339,45.0090904,52.3881607,47.4662247,47.4673347,30.0510483,47.4731827,47.4686394,47.4698753,47.4862442,55.01614,12.3576136,12.358017,8.13583469,12.3565359,12.3577394,12.355073,12.3587275,9.82597542,8.927948,8.92635822,17.3266106,8.92557144,8.92448425,8.92752075,8.93055439,11.7370815,5.85386944,5.85108614,11.4258785,5.85391378,5.85293484,5.85132122,5.85769558,3.42058539,10.4124336,10.4127207,5.70854092,10.4131956,10.4095516,10.4147139,10.417592,10.1380844,4.64618587,4.64674807,9.81916904,4.64733028,4.64394903,4.64800882,4.64967489,4.43789339,9.50780869,9.50984669,5.92546415,9.50859642,9.50757313,9.51010513,9.51217842,10.845191
